Date,PM2.5,AQI,AQI-Bucket
2017-01-1,22.2,,
1,22.2,72.0,Moderate
2017-01-2,18.3,,
2,18.3,64.0,Moderate
2017-01-3,14.8,,
3,14.8,57.0,Moderate
2017-01-4,20.6,,
4,20.6,69.0,Moderate
2017-01-5,22.2,,
5,22.2,72.0,Moderate
2017-01-6,31.7,,
6,31.7,92.0,Moderate
2017-01-7,33.5,,
7,33.5,96.0,Moderate
2017-01-8,27.8,,
8,27.8,84.0,Moderate
2017-01-9,27.8,,
9,27.8,84.0,Moderate
2017-01-10,18.3,,
10,18.3,64.0,Moderate
2017-01-11,14.8,,
11,14.8,57.0,Moderate
2017-01-12,20.6,,
12,20.6,69.0,Moderate
2017-01-13,25.9,,
13,25.9,80.0,Moderate
2017-01-14,37,,
14,37.0,105.0,Unhealthy for Sensitive Groups
2017-01-15,33.5,,
15,33.5,96.0,Moderate
2017-01-16,14.8,,
16,14.8,57.0,Moderate
2017-01-17,22.2,,
17,22.2,72.0,Moderate
2017-01-18,25.9,,
18,25.9,80.0,Moderate
2017-01-19,48.2,,
19,48.2,132.0,Unhealthy for Sensitive Groups
2017-01-20,40.7,,
20,40.7,114.0,Unhealthy for Sensitive Groups
2017-01-21,22.2,,
21,22.2,72.0,Moderate
2017-01-22,16.5,,
22,16.5,60.0,Moderate
2017-01-23,35.2,,
23,35.2,100.0,Moderate
2017-01-24,31.7,,
24,31.7,92.0,Moderate
2017-01-25,29.4,,
25,29.4,87.0,Moderate
2017-01-26,18.3,,
26,18.3,64.0,Moderate
2017-01-27,16.5,,
27,16.5,60.0,Moderate
2017-01-28,14.8,,
28,14.8,57.0,Moderate
2017-01-29,14.8,,
29,14.8,57.0,Moderate
2017-01-30,25.6,,
30,25.6,79.0,Moderate
2017-01-31,16.5,,
31,16.5,60.0,Moderate
2017-01-,24.6,,
,24.6,77.0,Moderate
2017-02-1,13,,
1,13.0,53.0,Moderate
2017-02-2,18.3,,
2,18.3,64.0,Moderate
2017-02-3,29.4,,
3,29.4,87.0,Moderate
2017-02-4,50,,
4,50.0,137.0,Unhealthy for Sensitive Groups
2017-02-5,29.4,,
5,29.4,87.0,Moderate
2017-02-6,20.6,,
6,20.6,69.0,Moderate
2017-02-7,18.3,,
7,18.3,64.0,Moderate
2017-02-8,20.6,,
8,20.6,69.0,Moderate
2017-02-9,18.3,,
9,18.3,64.0,Moderate
2017-02-10,18.3,,
10,18.3,64.0,Moderate
2017-02-11,14.8,,
11,14.8,57.0,Moderate
2017-02-12,35.9,,
12,35.9,102.0,Unhealthy for Sensitive Groups
2017-02-13,42.4,,
13,42.4,118.0,Unhealthy for Sensitive Groups
2017-02-14,29.4,,
14,29.4,87.0,Moderate
2017-02-15,18.3,,
15,18.3,64.0,Moderate
2017-02-16,20.6,,
16,20.6,69.0,Moderate
2017-02-17,14.8,,
17,14.8,57.0,Moderate
2017-02-18,18.3,,
18,18.3,64.0,Moderate
2017-02-19,37,,
19,37.0,105.0,Unhealthy for Sensitive Groups
2017-02-20,33.5,,
20,33.5,96.0,Moderate
2017-02-21,22.2,,
21,22.2,72.0,Moderate
2017-02-22,18.3,,
22,18.3,64.0,Moderate
2017-02-23,18.3,,
23,18.3,64.0,Moderate
2017-02-24,20.6,,
24,20.6,69.0,Moderate
2017-02-25,21.9,,
25,21.9,72.0,Moderate
2017-02-26,20.6,,
26,20.6,69.0,Moderate
2017-02-27,18.3,,
27,18.3,64.0,Moderate
2017-02-28,18.3,,
28,18.3,64.0,Moderate
2017-02-,23.6,,
,23.6,75.0,Moderate
2017-03-1,27.8,,
1,27.8,84.0,Moderate
2017-03-2,18.3,,
2,18.3,64.0,Moderate
2017-03-3,22.2,,
3,22.2,72.0,Moderate
2017-03-4,22.2,,
4,22.2,72.0,Moderate
2017-03-5,24.1,,
5,24.1,76.0,Moderate
2017-03-6,27.8,,
6,27.8,84.0,Moderate
2017-03-7,27.8,,
7,27.8,84.0,Moderate
2017-03-8,21.9,,
8,21.9,72.0,Moderate
2017-03-9,25.9,,
9,25.9,80.0,Moderate
2017-03-10,46.5,,
10,46.5,128.0,Unhealthy for Sensitive Groups
2017-03-11,47.8,,
11,47.8,131.0,Unhealthy for Sensitive Groups
2017-03-12,18.3,,
12,18.3,64.0,Moderate
2017-03-13,20.6,,
13,20.6,69.0,Moderate
2017-03-14,14.8,,
14,14.8,57.0,Moderate
2017-03-15,16.5,,
15,16.5,60.0,Moderate
2017-03-16,20.6,,
16,20.6,69.0,Moderate
2017-03-17,29.4,,
17,29.4,87.0,Moderate
2017-03-18,33.5,,
18,33.5,96.0,Moderate
2017-03-19,18.3,,
19,18.3,64.0,Moderate
2017-03-20,21.9,,
20,21.9,72.0,Moderate
2017-03-21,25.9,,
21,25.9,80.0,Moderate
2017-03-22,29.4,,
22,29.4,87.0,Moderate
2017-03-23,24.1,,
23,24.1,76.0,Moderate
2017-03-24,29.4,,
24,29.4,87.0,Moderate
2017-03-25,25.9,,
25,25.9,80.0,Moderate
2017-03-26,25.9,,
26,25.9,80.0,Moderate
2017-03-27,22.2,,
27,22.2,72.0,Moderate
2017-03-28,25.9,,
28,25.9,80.0,Moderate
2017-03-29,22.2,,
29,22.2,72.0,Moderate
2017-03-30,29.4,,
30,29.4,87.0,Moderate
2017-03-31,24.1,,
31,24.1,76.0,Moderate
2017-03-,25.5,,
,25.5,79.0,Moderate
2017-04-1,21.9,,
1,21.9,72.0,Moderate
2017-04-2,22.2,,
2,22.2,72.0,Moderate
2017-04-3,29.4,,
3,29.4,87.0,Moderate
2017-04-4,18.3,,
4,18.3,64.0,Moderate
2017-04-5,35.2,,
5,35.2,100.0,Moderate
2017-04-6,33.5,,
6,33.5,96.0,Moderate
2017-04-7,29.4,,
7,29.4,87.0,Moderate
2017-04-8,22.2,,
8,22.2,72.0,Moderate
2017-04-9,18.3,,
9,18.3,64.0,Moderate
2017-04-10,20.6,,
10,20.6,69.0,Moderate
2017-04-11,21.9,,
11,21.9,72.0,Moderate
2017-04-12,22.2,,
12,22.2,72.0,Moderate
2017-04-13,24.1,,
13,24.1,76.0,Moderate
2017-04-14,29.4,,
14,29.4,87.0,Moderate
2017-04-15,29.4,,
15,29.4,87.0,Moderate
2017-04-16,24.1,,
16,24.1,76.0,Moderate
2017-04-17,33.2,,
17,33.2,95.0,Moderate
2017-04-18,33.2,,
18,33.2,95.0,Moderate
2017-04-19,37,,
19,37.0,105.0,Unhealthy for Sensitive Groups
2017-04-20,40.7,,
20,40.7,114.0,Unhealthy for Sensitive Groups
2017-04-21,24.1,,
21,24.1,76.0,Moderate
2017-04-22,25.9,,
22,25.9,80.0,Moderate
2017-04-23,25.9,,
23,25.9,80.0,Moderate
2017-04-24,25.6,,
24,25.6,79.0,Moderate
2017-04-25,25.9,,
25,25.9,80.0,Moderate
2017-04-26,29.4,,
26,29.4,87.0,Moderate
2017-04-27,29.4,,
27,29.4,87.0,Moderate
2017-04-28,27.8,,
28,27.8,84.0,Moderate
2017-04-29,25.6,,
29,25.6,79.0,Moderate
2017-04-30,29.4,,
30,29.4,87.0,Moderate
2017-04-,27.2,,
,27.2,83.0,Moderate
2017-05-1,25.9,,
1,25.9,80.0,Moderate
2017-05-2,25.9,,
2,25.9,80.0,Moderate
2017-05-3,22.2,,
3,22.2,72.0,Moderate
2017-05-4,33.5,,
4,33.5,96.0,Moderate
2017-05-5,27.8,,
5,27.8,84.0,Moderate
2017-05-6,25.6,,
6,25.6,79.0,Moderate
2017-05-7,29.4,,
7,29.4,87.0,Moderate
2017-05-8,27.8,,
8,27.8,84.0,Moderate
2017-05-9,33.5,,
9,33.5,96.0,Moderate
2017-05-10,29.4,,
10,29.4,87.0,Moderate
2017-05-11,25.9,,
11,25.9,80.0,Moderate
2017-05-12,22.2,,
12,22.2,72.0,Moderate
2017-05-13,25.9,,
13,25.9,80.0,Moderate
2017-05-14,35.2,,
14,35.2,100.0,Moderate
2017-05-15,31.7,,
15,31.7,92.0,Moderate
2017-05-16,22.2,,
16,22.2,72.0,Moderate
2017-05-17,37,,
17,37.0,105.0,Unhealthy for Sensitive Groups
2017-05-18,31.7,,
18,31.7,92.0,Moderate
2017-05-19,37,,
19,37.0,105.0,Unhealthy for Sensitive Groups
2017-05-20,42.4,,
20,42.4,118.0,Unhealthy for Sensitive Groups
2017-05-21,36.7,,
21,36.7,104.0,Unhealthy for Sensitive Groups
2017-05-22,37,,
22,37.0,105.0,Unhealthy for Sensitive Groups
2017-05-23,55.4,,
23,55.4,150.0,Unhealthy for Sensitive Groups
2017-05-24,40.7,,
24,40.7,114.0,Unhealthy for Sensitive Groups
2017-05-25,42.4,,
25,42.4,118.0,Unhealthy for Sensitive Groups
2017-05-26,31.7,,
26,31.7,92.0,Moderate
2017-05-27,25.9,,
27,25.9,80.0,Moderate
2017-05-28,27.8,,
28,27.8,84.0,Moderate
2017-05-29,29.4,,
29,29.4,87.0,Moderate
2017-05-30,22.2,,
30,22.2,72.0,Moderate
2017-05-31,22.2,,
31,22.2,72.0,Moderate
2017-05-,31.1,,
,31.1,91.0,Moderate
2017-06-1,25.6,,
1,25.6,79.0,Moderate
2017-06-2,25.9,,
2,25.9,80.0,Moderate
2017-06-3,25.9,,
3,25.9,80.0,Moderate
2017-06-4,31.7,,
4,31.7,92.0,Moderate
2017-06-5,25.9,,
5,25.9,80.0,Moderate
2017-06-6,33.5,,
6,33.5,96.0,Moderate
2017-06-7,29.4,,
7,29.4,87.0,Moderate
2017-06-8,27.8,,
8,27.8,84.0,Moderate
2017-06-9,33.5,,
9,33.5,96.0,Moderate
2017-06-10,29.4,,
10,29.4,87.0,Moderate
2017-06-11,29.4,,
11,29.4,87.0,Moderate
2017-06-12,31.7,,
12,31.7,92.0,Moderate
2017-06-13,33.5,,
13,33.5,96.0,Moderate
2017-06-14,31.7,,
14,31.7,92.0,Moderate
2017-06-15,33.5,,
15,33.5,96.0,Moderate
2017-06-16,48.2,,
16,48.2,132.0,Unhealthy for Sensitive Groups
2017-06-17,37,,
17,37.0,105.0,Unhealthy for Sensitive Groups
2017-06-18,33.5,,
18,33.5,96.0,Moderate
2017-06-19,37,,
19,37.0,105.0,Unhealthy for Sensitive Groups
2017-06-20,31.7,,
20,31.7,92.0,Moderate
2017-06-21,33.5,,
21,33.5,96.0,Moderate
2017-06-22,37,,
22,37.0,105.0,Unhealthy for Sensitive Groups
2017-06-23,25.6,,
23,25.6,79.0,Moderate
2017-06-24,25.9,,
24,25.9,80.0,Moderate
2017-06-25,16.5,,
25,16.5,60.0,Moderate
2017-06-26,22.2,,
26,22.2,72.0,Moderate
2017-06-27,22.2,,
27,22.2,72.0,Moderate
2017-06-28,18.3,,
28,18.3,64.0,Moderate
2017-06-29,48.2,,
29,48.2,132.0,Unhealthy for Sensitive Groups
2017-06-30,29.4,,
30,29.4,87.0,Moderate
2017-06-,30.5,,
,30.5,90.0,Moderate
2017-07-1,33.5,,
1,33.5,96.0,Moderate
2017-07-2,29.4,,
2,29.4,87.0,Moderate
2017-07-3,37,,
3,37.0,105.0,Unhealthy for Sensitive Groups
2017-07-4,40.7,,
4,40.7,114.0,Unhealthy for Sensitive Groups
2017-07-5,37,,
5,37.0,105.0,Unhealthy for Sensitive Groups
2017-07-6,37,,
6,37.0,105.0,Unhealthy for Sensitive Groups
2017-07-7,29.4,,
7,29.4,87.0,Moderate
2017-07-8,25.9,,
8,25.9,80.0,Moderate
2017-07-9,40.7,,
9,40.7,114.0,Unhealthy for Sensitive Groups
2017-07-10,33.5,,
10,33.5,96.0,Moderate
2017-07-11,37,,
11,37.0,105.0,Unhealthy for Sensitive Groups
2017-07-12,33.2,,
12,33.2,95.0,Moderate
2017-07-13,27.8,,
13,27.8,84.0,Moderate
2017-07-14,25.9,,
14,25.9,80.0,Moderate
2017-07-15,40.7,,
15,40.7,114.0,Unhealthy for Sensitive Groups
2017-07-16,29.4,,
16,29.4,87.0,Moderate
2017-07-17,35.2,,
17,35.2,100.0,Moderate
2017-07-18,22.2,,
18,22.2,72.0,Moderate
2017-07-19,27.8,,
19,27.8,84.0,Moderate
2017-07-20,22.2,,
