Date,PM2.5,AQI,AQI-Bucket
2015-01-1,55.4,,
1,55.4,150.0,Unhealthy for Sensitive Groups
2015-01-2,38.9,,
2,38.9,109.0,Unhealthy for Sensitive Groups
2015-01-3,22.2,,
3,22.2,72.0,Moderate
2015-01-4,21.7,,
4,21.7,71.0,Moderate
2015-01-5,14.8,,
5,14.8,57.0,Moderate
2015-01-6,33.5,,
6,33.5,96.0,Moderate
2015-01-7,20.6,,
7,20.6,69.0,Moderate
2015-01-8,16.5,,
8,16.5,60.0,Moderate
2015-01-9,25.9,,
9,25.9,80.0,Moderate
2015-01-10,14.8,,
10,14.8,57.0,Moderate
2015-01-11,18.3,,
11,18.3,64.0,Moderate
2015-01-12,27.8,,
12,27.8,84.0,Moderate
2015-01-13,22.2,,
13,22.2,72.0,Moderate
2015-01-14,53.9,,
14,53.9,146.0,Unhealthy for Sensitive Groups
2015-01-15,37,,
15,37.0,105.0,Unhealthy for Sensitive Groups
2015-01-16,27.8,,
16,27.8,84.0,Moderate
2015-01-17,16.5,,
17,16.5,60.0,Moderate
2015-01-18,20.6,,
18,20.6,69.0,Moderate
2015-01-19,24.1,,
19,24.1,76.0,Moderate
2015-01-20,27.8,,
20,27.8,84.0,Moderate
2015-01-21,11.1,,
21,11.1,46.0,Good
2015-01-22,27.8,,
22,27.8,84.0,Moderate
2015-01-23,27.8,,
23,27.8,84.0,Moderate
2015-01-24,25.9,,
24,25.9,80.0,Moderate
2015-01-25,22.2,,
25,22.2,72.0,Moderate
2015-01-26,18.3,,
26,18.3,64.0,Moderate
2015-01-27,18.3,,
27,18.3,64.0,Moderate
2015-01-28,24.1,,
28,24.1,76.0,Moderate
2015-01-29,24.1,,
29,24.1,76.0,Moderate
2015-01-30,22.2,,
30,22.2,72.0,Moderate
2015-01-31,27.8,,
31,27.8,84.0,Moderate
2015-01-,25.5,,
,25.5,79.0,Moderate
2015-02-1,28.7,,
1,28.7,86.0,Moderate
2015-02-2,35.2,,
2,35.2,100.0,Moderate
2015-02-3,81.7,,
3,81.7,165.0,Unhealthy
2015-02-4,29.4,,
4,29.4,87.0,Moderate
2015-02-5,18.3,,
5,18.3,64.0,Moderate
2015-02-6,20.6,,
6,20.6,69.0,Moderate
2015-02-7,28.7,,
7,28.7,86.0,Moderate
2015-02-8,22.2,,
8,22.2,72.0,Moderate
2015-02-9,79.1,,
9,79.1,163.0,Unhealthy
2015-02-10,50.4,,
10,50.4,138.0,Unhealthy for Sensitive Groups
2015-02-11,20.6,,
11,20.6,69.0,Moderate
2015-02-12,33.5,,
12,33.5,96.0,Moderate
2015-02-13,33.5,,
13,33.5,96.0,Moderate
2015-02-14,29.4,,
14,29.4,87.0,Moderate
2015-02-15,50.4,,
15,50.4,138.0,Unhealthy for Sensitive Groups
2015-02-16,64.8,,
16,64.8,156.0,Unhealthy
2015-02-17,25.2,,
17,25.2,79.0,Moderate
2015-02-18,20.6,,
18,20.6,69.0,Moderate
2015-02-19,24.1,,
19,24.1,76.0,Moderate
2015-02-20,39.6,,
20,39.6,111.0,Unhealthy for Sensitive Groups
2015-02-21,35.9,,
21,35.9,102.0,Unhealthy for Sensitive Groups
2015-02-22,22.2,,
22,22.2,72.0,Moderate
2015-02-23,33.5,,
23,33.5,96.0,Moderate
2015-02-24,75.6,,
24,75.6,161.0,Unhealthy
2015-02-25,53.9,,
25,53.9,146.0,Unhealthy for Sensitive Groups
2015-02-26,27.8,,
26,27.8,84.0,Moderate
2015-02-27,25.9,,
27,25.9,80.0,Moderate
2015-02-28,51.9,,
28,51.9,141.0,Unhealthy for Sensitive Groups
2015-02-,38,,
,38.0,107.0,Unhealthy for Sensitive Groups
2015-03-1,37,,
1,37.0,105.0,Unhealthy for Sensitive Groups
2015-03-2,33.5,,
2,33.5,96.0,Moderate
2015-03-3,29.4,,
3,29.4,87.0,Moderate
2015-03-4,31.7,,
4,31.7,92.0,Moderate
2015-03-5,27.8,,
5,27.8,84.0,Moderate
2015-03-6,22.2,,
6,22.2,72.0,Moderate
2015-03-7,25.9,,
7,25.9,80.0,Moderate
2015-03-8,31.7,,
8,31.7,92.0,Moderate
2015-03-9,35.2,,
9,35.2,100.0,Moderate
2015-03-10,40.7,,
10,40.7,114.0,Unhealthy for Sensitive Groups
2015-03-11,27.8,,
11,27.8,84.0,Moderate
2015-03-12,48.2,,
12,48.2,132.0,Unhealthy for Sensitive Groups
2015-03-13,22.2,,
13,22.2,72.0,Moderate
2015-03-14,40.7,,
14,40.7,114.0,Unhealthy for Sensitive Groups
2015-03-15,24.1,,
15,24.1,76.0,Moderate
2015-03-16,27.8,,
16,27.8,84.0,Moderate
2015-03-17,24.1,,
