Date,PM2.5
2020-01-1,33.5
2020-01-2,25.9
2020-01-3,7.6
2020-01-4,18.3
2020-01-5,14.8
2020-01-6,22.2
2020-01-7,29.4
2020-01-8,14.8
2020-01-9,14.8
2020-01-10,29.4
2020-01-11,33.5
2020-01-12,33.5
2020-01-13,22.2
2020-01-14,18.3
2020-01-15,14.8
2020-01-16,18.3
2020-01-17,18.3
2020-01-18,14.8
2020-01-19,25.9
2020-01-20,7.6
2020-01-21,11.1
2020-01-22,37
2020-01-23,29.4
2020-01-24,14.8
2020-01-25,18.3
2020-01-26,14.8
2020-01-27,40.7
2020-01-28,22.2
2020-01-29,18.3
2020-01-30,25.9
2020-01-31,18.3
2020-01-,21.6
2020-02-1,18.3
2020-02-2,22.2
2020-02-3,18.3
2020-02-4,18.3
2020-02-5,33.5
2020-02-6,25.9
2020-02-7,29.4
2020-02-8,18.3
2020-02-9,22.2
2020-02-10,11.1
2020-02-11,18.3
2020-02-12,29.4
2020-02-13,18.3
2020-02-14,18.3
2020-02-15,18.3
2020-02-16,11.1
2020-02-17,14.8
2020-02-18,7.6
2020-02-19,25.9
2020-02-20,18.3
2020-02-21,25.9
2020-02-22,25.9
2020-02-23,18.3
2020-02-24,18.3
2020-02-25,25.9
2020-02-26,18.3
2020-02-27,22.2
2020-02-28,29.4
2020-02-29,18.3
2020-02-,20.7
2020-03-1,29.4
2020-03-2,14.8
2020-03-3,22.2
2020-03-4,33.5
2020-03-5,29.4
2020-03-6,25.9
2020-03-7,18.3
2020-03-8,18.3
2020-03-9,22.2
2020-03-10,29.4
2020-03-11,33.5
2020-03-12,33.5
2020-03-13,22.2
2020-03-14,14.8
2020-03-15,14.8
2020-03-16,22.2
2020-03-17,14.8
2020-03-18,18.3
2020-03-19,25.9
2020-03-20,29.4
2020-03-21,18.3
2020-03-22,25.9
2020-03-23,14.8
2020-03-24,18.3
2020-03-25,11.1
2020-03-26,22.2
2020-03-27,14.8
2020-03-28,22.2
2020-03-29,14.8
2020-03-30,14.8
2020-03-31,25.9
2020-03-,21.8
2020-04-1,18.3
2020-04-2,18.3
2020-04-3,14.8
2020-04-4,22.2
2020-04-5,14.8
2020-04-6,18.3
2020-04-7,22.2
2020-04-8,25.9
2020-04-9,14.8
2020-04-10,14.8
2020-04-11,14.8
2020-04-12,25.9
2020-04-13,25.9
2020-04-14,37
2020-04-15,22.2
2020-04-16,18.3
2020-04-17,29.4
2020-04-18,22.2
2020-04-19,25.9
2020-04-20,22.2
2020-04-21,14.8
2020-04-22,25.9
2020-04-23,29.4
2020-04-24,25.9
2020-04-25,22.2
2020-04-26,18.3
2020-04-27,18.3
2020-04-28,18.3
2020-04-29,14.8
2020-04-30,18.3
2020-04-,21.1
2020-05-1,25.9
2020-05-2,29.4
2020-05-3,29.4
2020-05-4,25.9
2020-05-5,29.4
2020-05-6,22.2
2020-05-7,22.2
2020-05-8,22.2
2020-05-9,25.9
2020-05-10,22.2
2020-05-11,22.2
2020-05-12,18.3
2020-05-13,22.2
2020-05-14,18.3
2020-05-15,18.3
2020-05-16,25.9
2020-05-17,22.2
2020-05-18,25.9
2020-05-19,18.3
2020-05-20,22.2
2020-05-21,29.4
2020-05-22,25.9
2020-05-23,29.4
2020-05-24,33.5
2020-05-25,29.4
2020-05-26,40.7
2020-05-27,37
2020-05-28,37
2020-05-29,25.9
2020-05-30,25.9
2020-05-31,29.4
2020-05-,26.2
2020-06-1,25.9
2020-06-2,22.2
2020-06-3,14.8
2020-06-4,18.3
2020-06-5,21.9
2020-06-6,18.3
2020-06-7,22.2
2020-06-8,22.2
2020-06-9,22.2
2020-06-10,25.9
2020-06-11,22.2
2020-06-12,25.9
2020-06-13,18.3
2020-06-14,22.2
2020-06-15,22.2
2020-06-16,25.9
2020-06-17,25.9
2020-06-18,22.2
2020-06-19,18.3
2020-06-20,18.3
2020-06-21,22.2
2020-06-22,18.3
2020-06-23,18.3
2020-06-24,14.8
2020-06-25,22.2
2020-06-26,25.9
2020-06-27,29.4
2020-06-28,33.2
2020-06-29,29.4
2020-06-30,18.3
2020-06-,22.2
2020-07-1,22.2
2020-07-2,22.2
2020-07-3,18.3
2020-07-4,25.6
2020-07-5,33.5
2020-07-6,14.8
2020-07-7,18.3
2020-07-8,48.2
2020-07-9,14.8
2020-07-10,25.9
2020-07-11,33.5
2020-07-12,33.5
2020-07-13,22.2
2020-07-14,18.3
2020-07-15,22.2
2020-07-16,18.3
2020-07-17,25.9
2020-07-18,25.9
2020-07-19,22.2
2020-07-20,29.4
2020-07-21,29.4
2020-07-22,22.2
2020-07-23,33.2
2020-07-24,29.4
2020-07-25,22.2
2020-07-26,14.8
2020-07-27,21.9
2020-07-28,29.4
2020-07-29,29.4
2020-07-30,14.8
2020-07-31,14.8
2020-07-,24.4
2020-08-1,18.3
2020-08-2,18.3
2020-08-3,29.4
2020-08-4,29.4
2020-08-5,18.3
2020-08-6,22.2
2020-08-7,29.4
2020-08-8,18.3
2020-08-9,22.2
2020-08-10,18.3
2020-08-11,33.5
2020-08-12,33.5
2020-08-13,33.5
2020-08-14,25.9
2020-08-15,18.3
2020-08-16,29.4
2020-08-17,25.9
2020-08-18,22.2
2020-08-19,25.9
2020-08-20,25.9
2020-08-21,14.8
2020-08-22,14.8
2020-08-23,25.9
2020-08-24,29.4
2020-08-25,22.2
2020-08-26,11.1
2020-08-27,11.1
2020-08-28,14.8
2020-08-29,18.3
2020-08-30,18.3
2020-08-31,22.2
2020-08-,22.6
2020-09-1,21.9
2020-09-2,18.3
2020-09-3,18.3
2020-09-4,14.8
2020-09-5,18.3
2020-09-6,25.6
2020-09-7,33.5
2020-09-8,25.9
2020-09-9,18.3
2020-09-10,18.3
2020-09-11,14.8
2020-09-12,14.8
2020-09-13,14.8
2020-09-14,18.3
2020-09-15,14.8
2020-09-16,18.3
2020-09-17,22.2
2020-09-18,25.9
2020-09-19,22.2
2020-09-20,14.8
2020-09-21,14.8
2020-09-22,18.3
2020-09-23,14.8
2020-09-24,18.3
2020-09-25,25.9
2020-09-26,21.9
2020-09-27,22.2
2020-09-28,22.2
2020-09-29,22.2
2020-09-30,18.3
2020-09-,19.8
2020-10-1,14.8
2020-10-2,18.3
2020-10-3,18.3
2020-10-4,18.3
2020-10-5,14.8
2020-10-6,22.2
2020-10-7,22.2
2020-10-8,18.3
2020-10-9,18.3
2020-10-10,11.1
2020-10-11,14.8
2020-10-12,11.1
2020-10-13,10.7
2020-10-14,18.3
2020-10-15,14.8
2020-10-16,18.3
2020-10-17,18.3
2020-10-18,11.1
2020-10-19,18.3
2020-10-20,14.8
2020-10-21,14.8
2020-10-22,18.3
2020-10-23,18.3
2020-10-24,18.3
2020-10-25,7.6
2020-10-26,7.6
2020-10-27,18.3
2020-10-28,18.3
2020-10-29,14.8
2020-10-30,7.6
2020-10-31,7.6
2020-10-,15.4
2020-11-1,11.1
2020-11-2,14.8
2020-11-3,37
2020-11-4,18.3
2020-11-5,14.8
2020-11-6,64.4
2020-11-7,7.6
2020-11-8,7.6
2020-11-9,11.1
2020-11-10,11.1
2020-11-11,11.1
2020-11-12,14.8
2020-11-13,11.1
2020-11-14,11.1
2020-11-15,11.1
2020-11-16,14.8
2020-11-17,18.3
2020-11-18,14.8
2020-11-19,11.1
2020-11-20,22.2
2020-11-21,11.1
2020-11-22,11.1
2020-11-23,11.1
2020-11-24,25.9
2020-11-25,18.3
2020-11-26,37
2020-11-27,33.5
2020-11-28,14.8
2020-11-29,18.3
2020-11-30,7.6
2020-11-,17.6
2020-12-1,11.1
2020-12-2,7.6
2020-12-3,7.6
2020-12-4,18.3
2020-12-5,14.8
2020-12-6,14.8
2020-12-7,11.1
2020-12-8,7.6
2020-12-9,18.3
2020-12-10,14.8
2020-12-11,25.9
2020-12-12,11.1
2020-12-13,14.8
2020-12-14,11.1
2020-12-15,11.1
2020-12-16,22.2
2020-12-17,25.9
2020-12-18,11.1
2020-12-19,7.6
2020-12-20,11.1
2020-12-21,11.1
2020-12-22,7.6
2020-12-23,7.6
2020-12-24,14.8
2020-12-25,22.2
2020-12-26,11.1
2020-12-27,25.9
2020-12-28,14.8
2020-12-29,18.3
2020-12-30,14.8
2020-12-31,25.9
2020-12-,14.6
