Date,PM2.5
2015-01-1,55.4
2015-01-2,38.9
2015-01-3,22.2
2015-01-4,21.7
2015-01-5,14.8
2015-01-6,33.5
2015-01-7,20.6
2015-01-8,16.5
2015-01-9,25.9
2015-01-10,14.8
2015-01-11,18.3
2015-01-12,27.8
2015-01-13,22.2
2015-01-14,53.9
2015-01-15,37
2015-01-16,27.8
2015-01-17,16.5
2015-01-18,20.6
2015-01-19,24.1
2015-01-20,27.8
2015-01-21,11.1
2015-01-22,27.8
2015-01-23,27.8
2015-01-24,25.9
2015-01-25,22.2
2015-01-26,18.3
2015-01-27,18.3
2015-01-28,24.1
2015-01-29,24.1
2015-01-30,22.2
2015-01-31,27.8
2015-01-,25.5
2015-02-1,28.7
2015-02-2,35.2
2015-02-3,81.7
2015-02-4,29.4
2015-02-5,18.3
2015-02-6,20.6
2015-02-7,28.7
2015-02-8,22.2
2015-02-9,79.1
2015-02-10,50.4
2015-02-11,20.6
2015-02-12,33.5
2015-02-13,33.5
2015-02-14,29.4
2015-02-15,50.4
2015-02-16,64.8
2015-02-17,25.2
2015-02-18,20.6
2015-02-19,24.1
2015-02-20,39.6
2015-02-21,35.9
2015-02-22,22.2
2015-02-23,33.5
2015-02-24,75.6
2015-02-25,53.9
2015-02-26,27.8
2015-02-27,25.9
2015-02-28,51.9
2015-02-,38
2015-03-1,37
2015-03-2,33.5
2015-03-3,29.4
2015-03-4,31.7
2015-03-5,27.8
2015-03-6,22.2
2015-03-7,25.9
2015-03-8,31.7
2015-03-9,35.2
2015-03-10,40.7
2015-03-11,27.8
2015-03-12,48.2
2015-03-13,22.2
2015-03-14,40.7
2015-03-15,24.1
2015-03-16,27.8
2015-03-17,24.1
2015-03-18,25.9
2015-03-19,31.7
2015-03-20,25.9
2015-03-21,20.6
2015-03-22,22.2
2015-03-23,27.8
2015-03-24,33.5
2015-03-25,24.1
2015-03-26,24.1
2015-03-27,27.8
2015-03-28,35.9
2015-03-29,37
2015-03-30,37
2015-03-31,24.1
2015-03-,29.9
2015-04-1,37
2015-04-2,32.4
2015-04-3,40.7
2015-04-4,27.8
2015-04-5,24.1
2015-04-6,27.8
2015-04-7,25.9
2015-04-8,22.2
