Date,PM2.5
2016-01-1,16.5
2016-01-2,13
2016-01-3,16.5
2016-01-4,18.3
2016-01-5,20.6
2016-01-6,16.5
2016-01-7,18.3
2016-01-8,18
2016-01-9,22.2
2016-01-10,24.1
2016-01-11,29.4
2016-01-12,20.6
2016-01-13,31.7
2016-01-14,18.3
2016-01-15,20.6
2016-01-16,18.3
2016-01-17,18.3
2016-01-18,33.5
2016-01-19,21.7
2016-01-20,53.9
2016-01-21,18.3
2016-01-22,22.2
2016-01-23,16.5
2016-01-24,16.5
2016-01-25,14.8
2016-01-26,25.2
2016-01-27,18.3
2016-01-28,20.6
2016-01-29,28.7
2016-01-30,29.4
2016-01-31,16.5
2016-01-,21.8
2016-02-1,18.3
2016-02-2,18.3
2016-02-3,21.7
2016-02-4,18.3
2016-02-5,14.8
2016-02-6,24.1
2016-02-7,18.3
2016-02-8,16.5
2016-02-9,21.7
2016-02-10,32.4
2016-02-11,22.2
2016-02-12,24.1
2016-02-13,18.3
2016-02-14,18.3
2016-02-15,18.3
2016-02-16,37
2016-02-17,53.5
2016-02-18,59.4
2016-02-19,20.6
2016-02-20,18.3
2016-02-21,18.3
2016-02-22,22.2
2016-02-23,22.2
2016-02-24,16.5
2016-02-25,21.7
2016-02-26,22.2
2016-02-27,18.3
2016-02-28,14.8
2016-02-29,16.5
2016-02-,23
2016-03-1,31.7
2016-03-2,57.6
2016-03-3,24.1
2016-03-4,27.8
2016-03-5,22.2
2016-03-6,22.2
2016-03-7,27.8
2016-03-8,22.2
2016-03-9,32.4
2016-03-10,28.7
2016-03-11,35.2
2016-03-12,27.8
2016-03-13,25.2
2016-03-14,22.2
2016-03-15,24.1
2016-03-16,22.2
2016-03-17,42.4
2016-03-18,29.4
2016-03-19,35.9
2016-03-20,21.7
2016-03-21,18.3
2016-03-22,25.9
2016-03-23,29.4
2016-03-24,28.7
2016-03-25,24.1
2016-03-26,29.4
2016-03-27,22.2
2016-03-28,22.2
2016-03-29,27.8
2016-03-30,29.4
2016-03-31,27.8
2016-03-,28
2016-04-1,25.9
2016-04-2,29.4
2016-04-3,28.7
2016-04-4,25.9
2016-04-5,25.9
2016-04-6,25.9
2016-04-7,25.9
2016-04-8,25.9
2016-04-9,20.6
2016-04-10,27.8
2016-04-11,24.1
2016-04-12,28.7
2016-04-13,24.1
2016-04-14,25.9
2016-04-15,33.5
2016-04-16,37
2016-04-17,46.5
2016-04-18,25.9
2016-04-19,22.2
2016-04-20,25.9
2016-04-21,27.8
2016-04-22,25.9
2016-04-23,24.1
2016-04-24,25.9
2016-04-25,27.8
2016-04-26,25.9
2016-04-27,24.1
2016-04-28,24.1
2016-04-29,22.2
2016-04-30,20.6
2016-04-,26.8
2016-05-1,35.2
2016-05-2,25.9
2016-05-3,29.4
2016-05-4,31.7
2016-05-5,22.2
2016-05-6,29.4
2016-05-7,27.8
2016-05-8,22.2
2016-05-9,25.9
2016-05-10,29.4
2016-05-11,33.5
2016-05-12,25.9
2016-05-13,25.2
2016-05-14,25.9
2016-05-15,25.9
2016-05-16,33.5
2016-05-17,25.2
2016-05-18,25.9
2016-05-19,25.9
2016-05-20,31.7
2016-05-21,55.4
2016-05-22,44.6
2016-05-23,35.2
2016-05-24,37
2016-05-25,33.5
2016-05-26,40.7
2016-05-27,31.7
2016-05-28,32.4
2016-05-29,42.4
2016-05-30,33.5
2016-05-31,37
2016-05-,31.6
2016-06-1,25.9
2016-06-2,29.4
2016-06-3,25.9
2016-06-4,25.9
2016-06-5,31.7
2016-06-6,38.9
