Date,PM2.5
2014-01-1,48.2
2014-01-2,46.5
2014-01-3,20.6
2014-01-4,32.4
2014-01-5,39.6
2014-01-6,24.1
2014-01-7,25.9
2014-01-8,22.2
2014-01-9,22.2
2014-01-10,35.9
2014-01-11,25.2
2014-01-12,18.3
2014-01-13,22.2
2014-01-14,25.9
2014-01-15,18.3
2014-01-16,18.3
2014-01-17,20.6
2014-01-18,18.3
2014-01-19,46.5
2014-01-20,40.7
2014-01-21,31.7
2014-01-22,22.2
2014-01-23,24.1
2014-01-24,33.5
2014-01-25,24.1
2014-01-26,29.4
2014-01-27,35.2
2014-01-28,25.9
2014-01-29,35.9
2014-01-30,35.9
2014-01-31,18.3
2014-01-,28.6
2014-02-1,18.3
2014-02-2,24.1
2014-02-3,53.9
2014-02-4,28.7
2014-02-5,18.3
2014-02-6,37
2014-02-7,40.7
2014-02-8,28.7
2014-02-9,18.3
2014-02-10,37
2014-02-11,18.3
2014-02-12,44.6
2014-02-13,55.4
2014-02-14,43.2
2014-02-15,33.5
2014-02-16,35.2
2014-02-17,40.7
2014-02-18,24.1
2014-02-19,43.2
2014-02-20,20.6
2014-02-21,27.8
2014-02-22,31.7
2014-02-23,79.1
2014-02-24,40.7
2014-02-25,31.7
2014-02-26,27.8
2014-02-27,37
2014-02-28,27.8
2014-02-,34.6
2014-03-1,35.9
2014-03-2,22.2
2014-03-3,38.9
2014-03-4,33.5
2014-03-5,46.9
2014-03-6,25.9
2014-03-7,29.4
2014-03-8,24.1
2014-03-9,24.1
2014-03-10,43.2
2014-03-11,35.9
2014-03-12,33.5
2014-03-13,38.9
2014-03-14,25.9
2014-03-15,20.6
2014-03-16,39.6
2014-03-17,43.2
2014-03-18,25.9
2014-03-19,20.6
2014-03-20,43.2
2014-03-21,29.4
2014-03-22,24.1
2014-03-23,27.8
2014-03-24,29.4
2014-03-25,53.9
2014-03-26,35.2
2014-03-27,18.3
2014-03-28,25.2
2014-03-29,27.8
2014-03-30,29.4
2014-03-31,43.2
2014-03-,32.1
2014-04-1,33.5
2014-04-2,28.7
2014-04-3,25.9
2014-04-4,27.8
2014-04-5,35.9
2014-04-6,37
2014-04-7,24.1
2014-04-8,24.1
2014-04-9,29.4
2014-04-10,28.7
2014-04-11,25.9
2014-04-12,25.9
2014-04-13,31.7
2014-04-14,43.2
2014-04-15,32.4
2014-04-16,27.8
2014-04-17,25.9
2014-04-18,25.2
2014-04-19,24.1
2014-04-20,44.6
2014-04-21,27.8
2014-04-22,25.9
2014-04-23,27.8
2014-04-24,37
2014-04-25,50.4
2014-04-26,25.9
2014-04-27,25.9
2014-04-28,29.4
2014-04-29,35.9
2014-04-30,43.2
2014-04-,31
2014-05-1,29.4
2014-05-2,29.4
2014-05-3,27.8
2014-05-4,37
2014-05-5,29.4
2014-05-6,31.7
2014-05-7,31.7
2014-05-8,33.5
2014-05-9,29.4
2014-05-10,37
2014-05-11,38.9
2014-05-12,79.1
2014-05-13,46.5
2014-05-14,46.5
2014-05-15,33.5
2014-05-16,29.4
2014-05-17,24.1
2014-05-18,33.5
2014-05-19,29.4
2014-05-20,33.5
2014-05-21,33.5
2014-05-22,37
2014-05-23,37
2014-05-24,27.8
2014-05-25,24.1
2014-05-26,22.2
2014-05-27,25.9
2014-05-28,33.5
2014-05-29,72
2014-05-30,40.7
2014-05-31,37
2014-05-,35.5
2014-06-1,29.4
2014-06-2,38.9
2014-06-3,33.5
2014-06-4,42.4
2014-06-5,40.7
2014-06-6,35.2
2014-06-7,40.7
2014-06-8,37
2014-06-9,29.4
2014-06-10,33.5
2014-06-11,27.8
2014-06-12,25.9
2014-06-13,29.4
2014-06-14,29.4
2014-06-15,37
2014-06-16,33.5
2014-06-17,37
2014-06-18,61.1
2014-06-19,24.1
2014-06-20,37
2014-06-21,50
2014-06-22,48.2
2014-06-23,79.1
2014-06-24,55.4
2014-06-25,46.5
2014-06-26,37
2014-06-27,44.6
2014-06-28,46.5
2014-06-29,50
2014-06-30,59.4
2014-06-,40.7
2014-07-1,50
2014-07-2,44.6
2014-07-3,51.9
2014-07-4,40.7
2014-07-5,42.4
2014-07-6,33.5
2014-07-7,44.6
2014-07-8,33.5
2014-07-9,42.4
2014-07-10,40.7
2014-07-11,33.5
2014-07-12,33.5
2014-07-13,25.9
2014-07-14,35.9
2014-07-15,33.5
2014-07-16,25.9
2014-07-17,25.9
2014-07-18,31.7
2014-07-19,44.6
2014-07-20,44.6
2014-07-21,40.7
2014-07-22,44.6
2014-07-23,44.6
2014-07-24,35.9
2014-07-25,25.9
2014-07-26,27.8
2014-07-27,37
2014-07-28,44.6
2014-07-29,35.2
2014-07-30,27.8
2014-07-31,24.1
2014-07-,37
2014-08-1,35.2
2014-08-2,27.8
2014-08-3,53.9
2014-08-4,37
2014-08-5,31.7
